txn_id,hour,amount,method,bank,device,network_quality,prior_attempts,reason,strategy,delay_min,channel,success,revenue_recovered
train_029148,19,276.27,NetBanking,YesBank,ios,moderate,0,bank_timeout,instant_retry,2.4,none,0,0.0
train_029149,10,820.5,Wallet,SBI,android,good,0,insufficient_funds,nudge_then_retry,113.6,whatsapp,1,820.5
train_029150,0,746.23,NetBanking,IDFC,web,good,2,network_drop,instant_retry,7.9,none,0,0.0
train_029151,8,548.73,UPI,IDFC,android,moderate,0,risk_block,nudge_then_retry,89.7,email,0,0.0
train_029152,15,666.73,Card,Axis,android,good,0,card_declined,instant_retry,8.0,none,0,0.0
train_029153,3,869.16,UPI,Axis,ios,good,0,network_drop,instant_retry,5.6,none,1,869.16
train_029154,11,1292.19,Card,HDFC,ios,good,0,card_declined,no_action,0.0,none,0,0.0
train_029155,21,1291.86,UPI,Axis,android,good,0,bank_timeout,instant_retry,3.5,none,0,0.0
train_029156,6,2188.89,Wallet,Axis,web,moderate,0,gateway_error,nudge_then_retry,288.1,sms,1,2188.89
train_029157,19,271.96,UPI,IDFC,android,good,0,insufficient_funds,instant_retry,6.8,none,0,0.0
train_029158,14,272.22,NetBanking,HDFC,web,good,0,risk_block,suggest_alt_method,98.5,sms,0,0.0
train_029159,17,1502.38,UPI,IDFC,ios,good,1,wrong_otp,nudge_then_retry,144.9,whatsapp,0,0.0
train_029160,19,476.59,Wallet,Kotak,android,moderate,0,risk_block,delayed_retry,388.8,none,0,0.0
train_029161,12,111.4,NetBanking,ICICI,android,good,0,insufficient_funds,instant_retry,7.1,none,0,0.0
train_029162,11,652.36,UPI,ICICI,android,good,2,wrong_otp,nudge_then_retry,210.3,whatsapp,0,0.0
train_029163,23,1208.95,UPI,ICICI,android,poor,1,network_drop,instant_retry,2.6,none,0,0.0
train_029164,7,1239.07,UPI,Kotak,web,good,0,wrong_otp,instant_retry,6.6,none,1,1239.07
train_029165,14,1046.02,Wallet,IDFC,android,moderate,0,bank_timeout,no_action,0.0,none,0,0.0
train_029166,18,3707.68,Card,IDFC,ios,good,1,card_declined,suggest_alt_method,12.3,sms,0,0.0
train_029167,8,1498.38,UPI,YesBank,android,moderate,1,bank_timeout,nudge_then_retry,248.7,whatsapp,1,1498.38
train_029168,23,153.82,UPI,YesBank,android,good,0,bank_timeout,delayed_retry,13.1,none,1,153.82
train_029169,11,2602.18,NetBanking,SBI,ios,poor,0,gateway_error,instant_retry,4.5,none,0,0.0
train_029170,10,370.52,Wallet,IDFC,ios,good,2,card_declined,no_action,0.0,none,0,0.0
train_029171,16,500.04,UPI,YesBank,web,good,1,insufficient_funds,instant_retry,3.9,none,0,0.0
train_029172,10,129.21,Card,Axis,ios,good,0,bank_timeout,instant_retry,1.5,none,0,0.0
train_029173,12,1338.37,UPI,IDFC,android,good,1,insufficient_funds,delayed_retry,73.2,none,0,0.0
train_029174,10,202.51,UPI,Axis,ios,good,1,insufficient_funds,suggest_alt_method,42.8,sms,0,0.0
train_029175,9,13074.81,UPI,Axis,android,poor,1,wrong_otp,nudge_then_retry,30.3,sms,0,0.0
train_029176,8,251.31,UPI,SBI,web,good,0,wrong_otp,delayed_retry,26.9,none,1,251.31
train_029177,11,657.53,UPI,HDFC,ios,moderate,1,insufficient_funds,instant_retry,2.1,none,0,0.0
train_029178,10,177.12,NetBanking,IDFC,android,moderate,0,risk_block,delayed_retry,155.4,none,0,0.0
train_029179,7,490.63,NetBanking,IDFC,android,moderate,0,bank_timeout,instant_retry,3.6,none,0,0.0
train_029180,20,170.58,NetBanking,SBI,ios,good,2,bank_timeout,nudge_then_retry,13.7,email,0,0.0
train_029181,10,618.58,NetBanking,YesBank,web,moderate,1,insufficient_funds,delayed_retry,1324.6,none,0,0.0
train_029182,20,274.82,Card,YesBank,android,good,3,risk_block,instant_retry,5.8,none,0,0.0
train_029183,8,703.5,UPI,SBI,android,good,1,wrong_otp,delayed_retry,449.5,none,0,0.0
train_029184,14,760.28,UPI,HDFC,ios,poor,1,network_drop,instant_retry,6.5,none,1,760.28
train_029185,17,908.42,UPI,Axis,ios,good,0,wrong_otp,instant_retry,4.5,none,0,0.0
train_029186,11,89.89,Card,YesBank,android,good,0,card_declined,delayed_retry,2776.9,none,0,0.0
train_029187,14,34.19,Wallet,Axis,android,good,0,card_declined,delayed_retry,335.1,none,0,0.0
train_029188,16,939.05,NetBanking,Kotak,android,moderate,0,bank_timeout,suggest_alt_method,162.3,whatsapp,1,939.05
train_029189,17,234.24,Card,IDFC,android,moderate,1,gateway_error,instant_retry,5.0,none,0,0.0
train_029190,11,1058.97,UPI,SBI,web,good,0,wrong_otp,delayed_retry,335.7,none,0,0.0
train_029191,14,547.78,UPI,Axis,web,moderate,0,bank_timeout,suggest_alt_method,6.3,email,0,0.0
train_029192,10,908.36,UPI,Axis,android,moderate,0,bank_timeout,nudge_then_retry,784.6,sms,0,0.0
train_029193,9,765.89,UPI,IDFC,ios,good,0,wrong_otp,instant_retry,1.7,none,1,765.89
train_029194,11,932.86,Card,ICICI,web,moderate,0,insufficient_funds,nudge_then_retry,433.1,whatsapp,1,932.86
train_029195,13,1383.48,UPI,SBI,android,good,0,bank_timeout,suggest_alt_method,51.6,whatsapp,0,0.0
train_029196,16,2034.18,Card,ICICI,ios,moderate,1,insufficient_funds,delayed_retry,1742.1,none,0,0.0
train_029197,10,5484.18,UPI,IDFC,android,moderate,1,network_drop,instant_retry,2.1,none,1,5484.18
train_029198,0,1371.41,NetBanking,HDFC,android,moderate,0,risk_block,instant_retry,0.1,none,0,0.0
train_029199,13,2695.87,Wallet,IDFC,ios,good,0,card_declined,delayed_retry,1012.4,none,0,0.0
train_029200,14,73.33,Card,Kotak,android,moderate,0,card_declined,instant_retry,6.7,none,0,0.0
train_029201,9,302.13,Card,Axis,android,moderate,0,insufficient_funds,delayed_retry,1420.7,none,0,0.0
train_029202,10,986.02,UPI,SBI,web,moderate,1,wrong_otp,suggest_alt_method,7.3,sms,0,0.0
train_029203,18,409.9,UPI,YesBank,web,poor,1,network_drop,instant_retry,3.5,none,0,0.0
train_029204,21,2108.89,NetBanking,IDFC,android,poor,0,gateway_error,suggest_alt_method,410.8,sms,0,0.0
train_029205,9,5634.08,NetBanking,IDFC,ios,good,0,insufficient_funds,nudge_then_retry,174.7,whatsapp,0,0.0
train_029206,16,2839.55,UPI,ICICI,android,moderate,2,insufficient_funds,suggest_alt_method,20.8,sms,0,0.0
train_029207,9,1006.76,Card,IDFC,ios,poor,1,network_drop,instant_retry,2.7,none,0,0.0
train_029208,16,413.33,UPI,HDFC,android,good,1,network_drop,delayed_retry,46.9,none,0,0.0
train_029209,4,1065.81,Card,Axis,android,moderate,1,card_declined,delayed_retry,680.4,none,0,0.0
train_029210,5,328.58,Card,YesBank,android,moderate,1,insufficient_funds,nudge_then_retry,199.8,sms,0,0.0
train_029211,16,809.22,UPI,YesBank,android,moderate,1,insufficient_funds,instant_retry,2.5,none,1,809.22
train_029212,19,974.13,UPI,HDFC,ios,good,1,insufficient_funds,nudge_then_retry,130.4,sms,1,974.13
train_029213,13,7886.17,UPI,YesBank,ios,moderate,1,bank_timeout,delayed_retry,193.5,none,1,7886.17
train_029214,15,164.1,NetBanking,Kotak,android,good,0,wrong_otp,delayed_retry,2132.6,none,0,0.0
train_029215,1,16091.17,UPI,SBI,ios,good,1,insufficient_funds,suggest_alt_method,243.7,whatsapp,1,16091.17
train_029216,14,735.45,UPI,IDFC,android,good,2,insufficient_funds,instant_retry,6.7,none,0,0.0
train_029217,20,293.51,Card,ICICI,android,good,1,bank_timeout,nudge_then_retry,10.0,whatsapp,0,0.0
train_029218,15,578.32,UPI,SBI,android,good,2,risk_block,suggest_alt_method,71.4,whatsapp,0,0.0
train_029219,6,1548.9,Wallet,YesBank,web,good,0,risk_block,instant_retry,1.4,none,0,0.0
train_029220,18,1631.8,UPI,HDFC,android,good,1,bank_timeout,delayed_retry,2461.3,none,0,0.0
train_029221,5,572.79,UPI,SBI,ios,good,0,network_drop,delayed_retry,1809.2,none,0,0.0
train_029222,7,199.91,UPI,IDFC,android,good,0,wrong_otp,suggest_alt_method,28.3,sms,0,0.0
train_029223,14,568.19,UPI,Kotak,ios,good,0,bank_timeout,no_action,0.0,none,0,0.0
train_029224,15,1470.26,UPI,SBI,android,moderate,0,insufficient_funds,delayed_retry,498.1,none,0,0.0
train_029225,20,313.64,NetBanking,ICICI,web,good,0,insufficient_funds,suggest_alt_method,24.4,email,0,0.0
train_029226,10,1988.82,Card,Axis,ios,moderate,1,gateway_error,delayed_retry,484.4,none,0,0.0
train_029227,17,482.63,UPI,HDFC,android,good,0,wrong_otp,delayed_retry,180.3,none,0,0.0
train_029228,19,246.42,Card,IDFC,android,moderate,1,insufficient_funds,instant_retry,1.7,none,0,0.0
train_029229,17,414.32,NetBanking,ICICI,android,moderate,1,bank_timeout,instant_retry,0.3,none,0,0.0
train_029230,9,444.42,UPI,HDFC,ios,good,2,risk_block,nudge_then_retry,402.9,sms,0,0.0
train_029231,13,526.65,UPI,YesBank,web,good,0,insufficient_funds,nudge_then_retry,372.4,whatsapp,1,526.65
train_029232,3,915.33,Card,Kotak,ios,good,0,card_declined,delayed_retry,20.4,none,0,0.0
train_029233,17,1717.86,UPI,IDFC,ios,good,0,insufficient_funds,instant_retry,4.3,none,0,0.0
train_029234,22,1075.13,NetBanking,Kotak,android,good,1,insufficient_funds,nudge_then_retry,7.1,whatsapp,0,0.0
train_029235,10,2132.92,UPI,YesBank,ios,good,0,insufficient_funds,instant_retry,7.6,none,0,0.0
train_029236,16,410.5,UPI,Axis,android,moderate,0,network_drop,no_action,0.0,none,0,0.0
train_029237,23,1389.1,UPI,SBI,web,good,1,insufficient_funds,instant_retry,3.6,none,0,0.0
train_029238,20,113.48,UPI,SBI,ios,good,0,wrong_otp,delayed_retry,98.6,none,0,0.0
train_029239,16,94.31,NetBanking,Kotak,web,good,0,insufficient_funds,delayed_retry,69.4,none,1,94.31
train_029240,19,1150.87,Card,SBI,android,good,1,insufficient_funds,instant_retry,3.9,none,0,0.0
train_029241,14,1592.63,UPI,YesBank,ios,good,0,insufficient_funds,delayed_retry,1538.3,none,1,1592.63
train_029242,20,3110.79,UPI,ICICI,android,moderate,1,wrong_otp,no_action,0.0,none,0,0.0
train_029243,11,1121.7,NetBanking,ICICI,ios,good,1,network_drop,delayed_retry,423.7,none,0,0.0
train_029244,18,230.32,UPI,Kotak,android,moderate,1,wrong_otp,delayed_retry,12.2,none,0,0.0
train_029245,17,588.17,Card,HDFC,android,good,1,card_declined,delayed_retry,204.5,none,0,0.0
train_029246,9,219.94,UPI,Axis,android,good,1,wrong_otp,instant_retry,3.4,none,1,219.94
train_029247,15,250.34,Card,Kotak,android,good,1,insufficient_funds,nudge_then_retry,6.2,whatsapp,1,250.34
train_029248,14,1263.65,UPI,IDFC,android,moderate,0,bank_timeout,instant_retry,4.2,none,0,0.0
train_029249,16,843.72,UPI,HDFC,android,moderate,0,bank_timeout,suggest_alt_method,183.9,email,1,843.72
train_029250,16,422.59,Card,Axis,android,good,0,risk_block,delayed_retry,42.1,none,0,0.0
train_029251,20,277.16,UPI,ICICI,android,good,1,bank_timeout,nudge_then_retry,192.1,email,1,277.16
train_029252,19,323.08,UPI,YesBank,android,good,1,wrong_otp,delayed_retry,13.7,none,0,0.0
train_029253,12,706.45,Wallet,Kotak,ios,moderate,1,card_declined,instant_retry,1.7,none,0,0.0
train_029254,20,977.23,UPI,Kotak,android,good,1,bank_timeout,nudge_then_retry,320.8,sms,1,977.23
train_029255,0,459.77,UPI,IDFC,android,moderate,0,insufficient_funds,instant_retry,3.4,none,0,0.0
train_029256,9,2222.85,UPI,HDFC,web,good,0,insufficient_funds,delayed_retry,37.0,none,0,0.0
train_029257,10,347.98,UPI,Axis,android,good,0,bank_timeout,instant_retry,2.9,none,0,0.0
train_029258,19,493.4,UPI,Kotak,android,moderate,1,insufficient_funds,instant_retry,5.7,none,0,0.0
train_029259,7,918.85,UPI,YesBank,android,poor,0,network_drop,suggest_alt_method,197.3,email,0,0.0
train_029260,17,403.55,UPI,ICICI,android,moderate,1,insufficient_funds,delayed_retry,2579.0,none,1,403.55
train_029261,7,706.22,Card,IDFC,android,poor,0,gateway_error,instant_retry,7.9,none,1,706.22
train_029262,18,3067.5,UPI,HDFC,android,good,1,wrong_otp,nudge_then_retry,168.5,sms,0,0.0
train_029263,12,713.82,Card,IDFC,android,moderate,0,bank_timeout,delayed_retry,586.9,none,0,0.0
train_029264,1,8624.53,Card,Axis,android,moderate,0,bank_timeout,delayed_retry,18.5,none,0,0.0
train_029265,7,1242.78,UPI,ICICI,web,moderate,1,wrong_otp,suggest_alt_method,163.7,sms,0,0.0
train_029266,15,1045.95,NetBanking,SBI,android,good,1,wrong_otp,delayed_retry,53.9,none,0,0.0
train_029267,21,357.64,UPI,Axis,android,good,0,insufficient_funds,nudge_then_retry,59.9,sms,1,357.64
train_029268,8,703.33,UPI,IDFC,android,good,0,bank_timeout,instant_retry,2.7,none,0,0.0
train_029269,13,1656.75,Card,HDFC,android,good,1,gateway_error,delayed_retry,58.5,none,0,0.0
train_029270,13,705.22,UPI,HDFC,ios,good,1,wrong_otp,instant_retry,1.1,none,1,705.22
train_029271,9,678.85,UPI,IDFC,android,good,1,insufficient_funds,delayed_retry,1612.7,none,0,0.0
train_029272,18,1152.78,UPI,ICICI,android,good,0,insufficient_funds,nudge_then_retry,10.4,sms,0,0.0
train_029273,19,447.48,NetBanking,YesBank,ios,moderate,1,risk_block,delayed_retry,27.0,none,0,0.0
train_029274,9,510.22,NetBanking,HDFC,android,good,0,network_drop,delayed_retry,17.4,none,1,510.22
train_029275,8,2439.37,UPI,IDFC,android,good,0,wrong_otp,delayed_retry,90.6,none,0,0.0
train_029276,13,106.89,UPI,SBI,web,good,0,wrong_otp,nudge_then_retry,129.6,sms,0,0.0
train_029277,14,723.87,UPI,HDFC,android,good,1,network_drop,instant_retry,5.2,none,0,0.0
train_029278,13,911.55,NetBanking,YesBank,android,good,0,bank_timeout,nudge_then_retry,16.7,whatsapp,0,0.0
train_029279,9,10624.99,Card,Kotak,android,moderate,1,insufficient_funds,instant_retry,6.0,none,0,0.0
train_029280,12,282.62,Card,YesBank,ios,poor,0,bank_timeout,no_action,0.0,none,0,0.0
train_029281,15,338.35,UPI,Kotak,android,good,0,insufficient_funds,instant_retry,5.9,none,0,0.0
train_029282,18,458.42,UPI,IDFC,android,good,2,insufficient_funds,delayed_retry,74.1,none,0,0.0
train_029283,21,268.56,Wallet,HDFC,ios,moderate,0,insufficient_funds,delayed_retry,72.0,none,0,0.0
train_029284,18,1471.86,Wallet,HDFC,android,poor,0,network_drop,suggest_alt_method,970.2,whatsapp,0,0.0
train_029285,22,3062.03,UPI,IDFC,android,good,0,insufficient_funds,suggest_alt_method,8.8,whatsapp,1,3062.03
train_029286,14,1018.13,Card,Kotak,ios,poor,1,bank_timeout,instant_retry,2.5,none,0,0.0
train_029287,8,999.3,Card,SBI,ios,poor,2,bank_timeout,delayed_retry,44.6,none,0,0.0
train_029288,18,1427.2,NetBanking,IDFC,android,good,1,network_drop,delayed_retry,1808.8,none,0,0.0
train_029289,21,5355.61,UPI,IDFC,ios,good,0,wrong_otp,delayed_retry,21.6,none,1,5355.61
train_029290,17,1090.78,UPI,Axis,android,good,1,network_drop,instant_retry,4.6,none,0,0.0
train_029291,16,802.38,Wallet,IDFC,android,good,0,risk_block,instant_retry,2.7,none,0,0.0
train_029292,8,2045.84,Card,SBI,android,moderate,0,insufficient_funds,instant_retry,4.8,none,0,0.0
train_029293,11,3261.84,UPI,Axis,android,moderate,0,bank_timeout,nudge_then_retry,407.5,whatsapp,1,3261.84
train_029294,18,1983.08,UPI,ICICI,ios,good,1,network_drop,delayed_retry,1417.4,none,0,0.0
train_029295,10,244.99,UPI,SBI,ios,good,1,risk_block,nudge_then_retry,831.8,email,0,0.0
train_029296,7,141.9,Card,Kotak,android,poor,1,network_drop,delayed_retry,178.7,none,0,0.0
train_029297,4,1896.14,NetBanking,SBI,android,moderate,0,network_drop,no_action,0.0,none,0,0.0
train_029298,6,1882.85,Wallet,Kotak,web,good,1,risk_block,instant_retry,0.3,none,0,0.0
train_029299,9,1204.18,NetBanking,Axis,android,good,0,card_declined,instant_retry,0.3,none,0,0.0
train_029300,10,314.31,NetBanking,YesBank,web,poor,1,network_drop,suggest_alt_method,723.1,sms,0,0.0
train_029301,19,1206.04,UPI,IDFC,web,good,0,network_drop,instant_retry,5.1,none,1,1206.04
train_029302,19,712.75,UPI,Kotak,android,moderate,0,wrong_otp,delayed_retry,591.6,none,0,0.0
train_029303,21,146.71,Card,HDFC,web,good,0,card_declined,delayed_retry,37.5,none,1,146.71
train_029304,9,2186.68,UPI,YesBank,ios,good,1,wrong_otp,delayed_retry,967.7,none,0,0.0
train_029305,16,492.46,NetBanking,YesBank,android,good,1,insufficient_funds,suggest_alt_method,86.3,whatsapp,1,492.46
train_029306,14,524.84,UPI,ICICI,android,good,2,wrong_otp,instant_retry,7.2,none,0,0.0
train_029307,5,953.25,UPI,SBI,android,moderate,0,wrong_otp,instant_retry,2.7,none,1,953.25
train_029308,19,609.85,UPI,HDFC,android,good,1,risk_block,suggest_alt_method,155.3,sms,0,0.0
train_029309,12,602.45,UPI,HDFC,android,good,0,insufficient_funds,suggest_alt_method,41.3,sms,1,602.45
train_029310,18,296.11,UPI,ICICI,android,moderate,0,bank_timeout,instant_retry,3.7,none,0,0.0
train_029311,13,3414.39,Card,ICICI,android,moderate,0,insufficient_funds,nudge_then_retry,19.1,whatsapp,0,0.0
train_029312,18,919.44,UPI,HDFC,ios,good,0,wrong_otp,instant_retry,5.9,none,0,0.0
train_029313,10,1585.73,Card,Kotak,android,poor,1,card_declined,no_action,0.0,none,0,0.0
train_029314,13,1219.69,UPI,IDFC,web,good,0,bank_timeout,no_action,0.0,none,0,0.0
train_029315,16,3037.22,NetBanking,ICICI,ios,good,0,gateway_error,delayed_retry,13.4,none,1,3037.22
train_029316,20,2373.91,UPI,IDFC,ios,good,3,bank_timeout,suggest_alt_method,412.6,whatsapp,1,2373.91
train_029317,21,499.37,UPI,IDFC,ios,good,0,wrong_otp,nudge_then_retry,748.2,whatsapp,0,0.0
train_029318,22,1651.55,UPI,HDFC,web,good,2,bank_timeout,no_action,0.0,none,0,0.0
train_029319,15,520.83,Card,HDFC,ios,good,1,insufficient_funds,instant_retry,1.3,none,0,0.0
train_029320,9,675.25,Wallet,Kotak,android,good,0,gateway_error,instant_retry,1.5,none,0,0.0
train_029321,18,141.65,Card,IDFC,android,moderate,0,bank_timeout,delayed_retry,2049.6,none,0,0.0
train_029322,17,271.83,NetBanking,ICICI,android,poor,1,wrong_otp,instant_retry,3.9,none,1,271.83
train_029323,8,1801.02,UPI,HDFC,android,moderate,0,bank_timeout,instant_retry,5.0,none,0,0.0
train_029324,8,1898.64,UPI,YesBank,web,moderate,1,wrong_otp,instant_retry,4.1,none,0,0.0
train_029325,18,388.64,UPI,YesBank,android,good,0,wrong_otp,delayed_retry,77.6,none,0,0.0
train_029326,5,1434.87,UPI,ICICI,web,poor,1,bank_timeout,nudge_then_retry,9.0,email,0,0.0
train_029327,16,209.9,Wallet,HDFC,ios,good,0,bank_timeout,nudge_then_retry,576.0,sms,1,209.9
train_029328,19,1156.74,UPI,HDFC,android,moderate,0,insufficient_funds,suggest_alt_method,8.0,sms,0,0.0
train_029329,14,124.62,UPI,SBI,android,poor,0,network_drop,instant_retry,2.8,none,0,0.0
train_029330,13,164.56,Card,SBI,ios,moderate,0,card_declined,nudge_then_retry,69.1,sms,0,0.0
train_029331,7,1229.53,NetBanking,YesBank,web,good,0,bank_timeout,no_action,0.0,none,0,0.0
train_029332,18,1011.72,Card,SBI,ios,moderate,0,insufficient_funds,delayed_retry,35.5,none,0,0.0
train_029333,7,62.95,UPI,Kotak,android,good,0,insufficient_funds,nudge_then_retry,8.9,sms,0,0.0
train_029334,6,1662.54,UPI,IDFC,android,good,1,network_drop,delayed_retry,10.3,none,0,0.0
train_029335,17,1257.15,UPI,Axis,android,good,0,insufficient_funds,no_action,0.0,none,0,0.0
train_029336,17,1311.41,UPI,YesBank,android,good,1,wrong_otp,delayed_retry,61.4,none,0,0.0
train_029337,12,3891.8,Wallet,HDFC,web,poor,2,network_drop,delayed_retry,386.3,none,0,0.0
train_029338,10,253.66,Card,SBI,android,good,0,card_declined,instant_retry,1.8,none,0,0.0
train_029339,15,497.58,Card,ICICI,ios,good,0,risk_block,nudge_then_retry,65.9,whatsapp,0,0.0
train_029340,20,719.35,Wallet,HDFC,android,good,1,insufficient_funds,delayed_retry,182.4,none,0,0.0
train_029341,19,2090.33,UPI,Kotak,web,moderate,0,wrong_otp,instant_retry,1.0,none,1,2090.33
train_029342,13,98.63,UPI,SBI,web,good,1,wrong_otp,instant_retry,6.8,none,0,0.0
train_029343,18,821.29,UPI,ICICI,android,moderate,0,network_drop,instant_retry,7.7,none,1,821.29
train_029344,15,408.95,UPI,YesBank,android,moderate,1,bank_timeout,instant_retry,7.8,none,0,0.0
train_029345,20,754.96,NetBanking,Kotak,ios,good,2,card_declined,nudge_then_retry,17.9,sms,0,0.0
train_029346,10,237.02,UPI,ICICI,ios,good,3,wrong_otp,instant_retry,6.9,none,0,0.0
train_029347,8,1151.82,UPI,HDFC,ios,good,0,bank_timeout,instant_retry,4.3,none,1,1151.82
train_029348,6,9225.98,UPI,IDFC,ios,good,0,insufficient_funds,nudge_then_retry,112.0,email,0,0.0
train_029349,8,334.58,Card,Kotak,ios,good,0,bank_timeout,delayed_retry,106.3,none,1,334.58
train_029350,10,1371.38,Card,HDFC,android,moderate,1,card_declined,delayed_retry,131.3,none,0,0.0
train_029351,11,374.01,NetBanking,YesBank,web,poor,0,network_drop,instant_retry,7.0,none,1,374.01
train_029352,13,1418.65,UPI,Kotak,web,moderate,1,wrong_otp,instant_retry,5.4,none,0,0.0
train_029353,18,9228.05,Card,Axis,web,good,1,insufficient_funds,nudge_then_retry,70.8,whatsapp,0,0.0
train_029354,10,495.43,UPI,Axis,ios,good,0,insufficient_funds,no_action,0.0,none,0,0.0
train_029355,12,845.82,UPI,IDFC,android,moderate,1,bank_timeout,instant_retry,4.8,none,0,0.0
train_029356,18,460.05,UPI,HDFC,android,poor,0,insufficient_funds,delayed_retry,16.3,none,1,460.05
train_029357,23,337.86,UPI,YesBank,android,good,2,insufficient_funds,nudge_then_retry,23.1,email,0,0.0
train_029358,13,8647.92,UPI,ICICI,android,moderate,0,bank_timeout,nudge_then_retry,319.1,whatsapp,1,8647.92
train_029359,19,11565.13,UPI,YesBank,android,good,0,network_drop,delayed_retry,31.3,none,0,0.0
train_029360,11,62.52,Card,HDFC,ios,good,0,insufficient_funds,nudge_then_retry,101.4,email,0,0.0
train_029361,21,350.78,UPI,SBI,android,moderate,1,insufficient_funds,nudge_then_retry,218.0,whatsapp,1,350.78
train_029362,21,286.34,UPI,IDFC,android,good,0,insufficient_funds,no_action,0.0,none,0,0.0
train_029363,13,293.7,Card,ICICI,android,good,0,card_declined,delayed_retry,21.7,none,0,0.0
train_029364,7,66.8,UPI,Kotak,android,good,0,wrong_otp,nudge_then_retry,499.3,email,0,0.0
train_029365,20,418.64,UPI,Kotak,web,good,0,insufficient_funds,no_action,0.0,none,0,0.0
train_029366,8,377.67,UPI,Kotak,android,good,1,wrong_otp,suggest_alt_method,47.9,whatsapp,0,0.0
train_029367,10,321.83,Wallet,HDFC,ios,good,0,card_declined,delayed_retry,149.0,none,0,0.0
train_029368,18,313.69,UPI,Axis,ios,moderate,1,wrong_otp,suggest_alt_method,38.0,sms,0,0.0
train_029369,9,249.1,UPI,IDFC,android,moderate,0,network_drop,no_action,0.0,none,0,0.0
train_029370,5,244.71,Card,YesBank,android,moderate,0,insufficient_funds,nudge_then_retry,10.4,whatsapp,0,0.0
train_029371,10,433.52,UPI,Kotak,android,moderate,0,wrong_otp,nudge_then_retry,307.4,sms,0,0.0
train_029372,18,533.58,UPI,SBI,android,poor,1,wrong_otp,instant_retry,4.7,none,0,0.0
train_029373,6,1111.17,UPI,ICICI,ios,good,0,bank_timeout,nudge_then_retry,96.6,whatsapp,1,1111.17
train_029374,15,7176.1,UPI,IDFC,android,good,0,bank_timeout,delayed_retry,100.1,none,1,7176.1
train_029375,9,1548.27,UPI,YesBank,android,poor,0,bank_timeout,instant_retry,1.3,none,0,0.0
train_029376,13,663.06,Card,HDFC,ios,good,0,card_declined,instant_retry,2.5,none,0,0.0
train_029377,9,370.03,UPI,IDFC,android,good,0,wrong_otp,instant_retry,2.3,none,0,0.0
train_029378,16,837.62,NetBanking,Kotak,android,moderate,0,network_drop,delayed_retry,23.9,none,0,0.0
train_029379,5,369.51,Wallet,Kotak,web,moderate,0,risk_block,instant_retry,1.8,none,0,0.0
train_029380,17,457.13,UPI,HDFC,android,moderate,1,insufficient_funds,delayed_retry,17.4,none,0,0.0
train_029381,15,285.33,Card,HDFC,web,moderate,0,card_declined,delayed_retry,320.3,none,0,0.0
train_029382,19,959.79,Card,Kotak,android,good,1,card_declined,instant_retry,0.1,none,0,0.0
train_029383,9,348.73,NetBanking,SBI,android,good,1,network_drop,nudge_then_retry,619.8,sms,0,0.0
train_029384,13,121.68,Card,Kotak,ios,poor,0,network_drop,nudge_then_retry,182.8,email,0,0.0
train_029385,19,1966.24,UPI,SBI,web,good,0,bank_timeout,nudge_then_retry,243.3,whatsapp,0,0.0
train_029386,9,106.96,UPI,Kotak,android,good,0,bank_timeout,delayed_retry,2269.1,none,0,0.0
train_029387,22,612.42,Card,Axis,ios,good,1,bank_timeout,delayed_retry,582.4,none,1,612.42
train_029388,9,165.52,UPI,HDFC,android,good,1,insufficient_funds,delayed_retry,378.9,none,0,0.0
train_029389,11,126.41,UPI,Kotak,web,good,0,network_drop,nudge_then_retry,87.9,sms,0,0.0
train_029390,20,285.38,NetBanking,SBI,web,good,1,bank_timeout,instant_retry,1.0,none,0,0.0
train_029391,21,2482.44,UPI,Axis,ios,good,0,network_drop,delayed_retry,27.3,none,0,0.0
train_029392,15,369.78,UPI,HDFC,android,good,1,bank_timeout,instant_retry,0.1,none,0,0.0
train_029393,19,2456.25,Wallet,Kotak,android,good,2,insufficient_funds,suggest_alt_method,25.6,whatsapp,0,0.0
train_029394,21,408.23,UPI,Axis,ios,moderate,1,bank_timeout,delayed_retry,1339.8,none,0,0.0
train_029395,12,42.52,Card,Axis,android,moderate,1,bank_timeout,instant_retry,5.7,none,0,0.0
train_029396,21,2418.65,UPI,IDFC,android,good,0,network_drop,delayed_retry,275.0,none,0,0.0
train_029397,1,189.14,Card,IDFC,ios,good,1,insufficient_funds,suggest_alt_method,33.9,whatsapp,1,189.14
train_029398,10,2195.65,UPI,SBI,android,good,1,bank_timeout,delayed_retry,28.4,none,1,2195.65
train_029399,10,1527.17,Card,ICICI,ios,good,0,risk_block,instant_retry,1.2,none,0,0.0
train_029400,22,202.81,Card,SBI,android,good,0,card_declined,delayed_retry,302.0,none,0,0.0
train_029401,1,587.39,Card,HDFC,android,good,0,gateway_error,instant_retry,7.3,none,0,0.0
train_029402,9,533.94,NetBanking,Kotak,ios,poor,1,insufficient_funds,instant_retry,6.8,none,0,0.0
train_029403,7,4764.06,UPI,HDFC,web,good,1,bank_timeout,nudge_then_retry,740.3,whatsapp,1,4764.06
train_029404,16,166.67,UPI,ICICI,android,good,0,network_drop,nudge_then_retry,25.1,email,0,0.0
train_029405,10,359.53,Card,Kotak,android,good,0,card_declined,instant_retry,0.4,none,0,0.0
train_029406,11,240.88,UPI,YesBank,android,good,2,bank_timeout,instant_retry,0.6,none,0,0.0
